Nr registo;Substancia Ativa;Nome do medicamento;Forma farmacêeutica;Dosagem;Unit;Tamanho da embalagem;Unidade(s);CNPEM;Preçco;Comerc.;Generico;;;;;
5572961;Memantina;Memantina Bluepharma;Comprimido revestido por película;10;mg;30;unidade(s);50032909;11.68;Comercializado;True;;;;;
5573019;Memantina;Memantina Bluepharma;Comprimido revestido por película;10;mg;56;unidade(s);50032917;14.10;Comercializado;True;;;;;
5573357;Memantina;Memantina Bluepharma;Comprimido revestido por película;20;mg;28;unidade(s);50051920;14.10;Comercializado;True;;;;;
5594858;Memantina;Memantina Ciclum;Solução oral;10;mg/ml;1;unidade(s) - 50 ml;50135872;30.78;Comercializado;True;;;;;
5595046;Memantina;Memantina Ciclum;Comprimido revestido por película;10;mg;56;unidade(s);50032917;14.09;Comercializado;True;;;;;
5595038;Memantina;Memantina Ciclum;Comprimido revestido por película;10;mg;28;unidade(s);50032909;7.79;Comercializado;True;;;;;
5595053;Memantina;Memantina Ciclum;Comprimido revestido por película;20;mg;28;unidade(s);50051920;14.09;Comercializado;True;;;;;
5616040;Memantina;Memantina Cinfa;Comprimido revestido por película;10;mg;28;unidade(s);50032909;8.21;Comercializado;True;;;;;
5616057;Memantina;Memantina Cinfa;Comprimido revestido por película;10;mg;56;unidade(s);50032917;15.27;Comercializado;True;;;;;
5616065;Memantina;Memantina Cinfa;Comprimido revestido por película;20;mg;28;unidade(s);50051920;15.27;Comercializado;True;;;;;
5492251;Memantina;Memantina Farmoz;Comprimido revestido por película;10;mg;28;unidade(s);50032909;12.61;Comercializado;True;;;;;
5492269;Memantina;Memantina Farmoz;Comprimido revestido por película;10;mg;56;unidade(s);50032917;14.10;Comercializado;True;;;;;
5492301;Memantina;Memantina Farmoz;Comprimido revestido por película;20;mg;28;unidade(s);50051920;14.10;Comercializado;True;;;;;
5492764;Memantina;Memantina Generis;Comprimido revestido por película;10;mg;56;unidade(s);50032917;16.91;Comercializado;True;;;;;
5492756;Memantina;Memantina Generis;Comprimido revestido por película;10;mg;28;unidade(s);50032909;21.98;Comercializado;True;;;;;
5492806;Memantina;Memantina Generis;Comprimido revestido por película;20;mg;28;unidade(s);50051920;16.91;Comercializado;True;;;;;
5492178;Memantina;Memantina GP;Comprimido revestido por película;10;mg;56;unidade(s);50032917;16.61;Comercializado;True;;;;;
5492160;Memantina;Memantina GP;Comprimido revestido por película;10;mg;28;unidade(s);50032909;9.00;Comercializado;True;;;;;
5492210;Memantina;Memantina GP;Comprimido revestido por película;20;mg;28;unidade(s);50051920;16.61;Comercializado;True;;;;;
5493036;Memantina;Memantina Jaba;Comprimido revestido por película;10;mg;56;unidade(s);50032917;14.08;Comercializado;True;;;;;
5493028;Memantina;Memantina Jaba;Comprimido revestido por película;10;mg;28;unidade(s);50032909;7.78;Comercializado;True;;;;;
5493051;Memantina;Memantina Jaba;Comprimido revestido por película;20;mg;28;unidade(s);50051920;14.08;Comercializado;True;;;;;
5474929;Memantina;Memantina Krka;Comprimido revestido por película;10;mg;28;unidade(s);50032909;10.99;Comercializado;True;;;;;
5474937;Memantina;Memantina Krka;Comprimido revestido por película;10;mg;56;unidade(s);50032917;14.10;Comercializado;True;;;;;
5473772;Memantina;Memantina Krka;Comprimido revestido por película;20;mg;28;unidade(s);50051920;14.10;Comercializado;True;;;;;
5589569;Memantina;Memantina Labesfal;Comprimido revestido por película;10;mg;28;unidade(s);50032909;9.11;Comercializado;True;;;;;
5589551;Memantina;Memantina Labesfal;Comprimido revestido por película;10;mg;56;unidade(s);50032917;16.91;Comercializado;True;;;;;
5589536;Memantina;Memantina Labesfal;Comprimido revestido por película;20;mg;28;unidade(s);50051920;16.91;Comercializado;True;;;;;
5558960;Memantina;Memantina LEK;Comprimido revestido por película;10;mg;56;unidade(s);50032917;18.90;Temporariamente indisponível;True;;;;;
5558754;Memantina;Memantina LEK;Comprimido revestido por película;10;mg;30;unidade(s);50032909;12.99;Comercializado;True;;;;;
5558978;Memantina;Memantina LEK;Comprimido revestido por película;20;mg;28;unidade(s);50051920;18.90;Temporariamente indisponível;True;;;;;
5563754;Memantina;Memantina Mylan;Comprimido revestido por película;10;mg;28;unidade(s);50032909;12.61;Comercializado;True;;;;;
5563770;Memantina;Memantina Mylan;Comprimido revestido por película;10;mg;56;unidade(s);50032917;14.10;Comercializado;True;;;;;
5563812;Memantina;Memantina Mylan;Comprimido revestido por película;20;mg;28;unidade(s);50051920;14.10;Comercializado;True;;;;;
5492350;Memantina;Memantina Pentafarma;Comprimido revestido por película;10;mg;56;unidade(s);50032917;16.60;Comercializado;True;;;;;
5492343;Memantina;Memantina Pentafarma;Comprimido revestido por película;10;mg;28;unidade(s);50032909;17.34;Comercializado;True;;;;;
5492376;Memantina;Memantina Pentafarma;Comprimido revestido por película;20;mg;28;unidade(s);50051920;16.60;Comercializado;True;;;;;
5474846;Memantina;Memantina Pharmacons;Comprimido revestido por película;10;mg;28;unidade(s);50032909;10.99;Comercializado;True;;;;;
5474853;Memantina;Memantina Pharmacons;Comprimido revestido por película;10;mg;56;unidade(s);50032917;18.90;Comercializado;True;;;;;
5474879;Memantina;Memantina Pharmacons;Comprimido revestido por película;20;mg;28;unidade(s);50051920;18.90;Comercializado;True;;;;;
5565155;Memantina;Memantina Pharmakern;Comprimido;10;mg;28;unidade(s);50032909;12.61;Comercializado;True;;;;;
5565163;Memantina;Memantina Pharmakern;Comprimido;10;mg;56;unidade(s);50032917;21.97;Comercializado;True;;;;;
5565171;Memantina;Memantina Pharmakern;Comprimido;20;mg;28;unidade(s);50051920;21.97;Comercializado;True;;;;;
5568639;Memantina;Memantina ratiopharm;Comprimido revestido por película;10;mg;28;unidade(s);50032909;13.15;Comercializado;True;;;;;
5568647;Memantina;Memantina ratiopharm;Comprimido revestido por película;10;mg;56;unidade(s);50032917;18.90;Comercializado;True;;;;;
5568654;Memantina;Memantina ratiopharm;Comprimido revestido por película;20;mg;28;unidade(s);50051920;18.90;Comercializado;True;;;;;
5700612;Memantina;Memantina Tecnigen;Comprimido revestido por película;10;mg;28;unidade(s);50032909;6.67;Comercializado;True;;;;;
5695713;Memantina;Memantina Tecnigen;Comprimido revestido por película;10;mg;56;unidade(s);50032917;12.42;Comercializado;True;;;;;
5695721;Memantina;Memantina Tecnigen;Comprimido revestido por película;20;mg;28;unidade(s);50051920;12.42;Comercializado;True;;;;;
5553128;Memantina;Memantina Teva;Comprimido revestido por película;10;mg;56;unidade(s);50032917;14.10;Comercializado;True;;;;;
5553110;Memantina;Memantina Teva;Comprimido revestido por película;10;mg;28;unidade(s);50032909;17.84;Comercializado;True;;;;;
5553177;Memantina;Memantina Teva;Comprimido revestido por película;20;mg;28;unidade(s);50051920;14.10;Comercializado;True;;;;;
5550421;Memantina;Memantina toLife;Comprimido revestido por película;10;mg;28;unidade(s);50032909;12.99;Comercializado;True;;;;;
5550413;Memantina;Memantina toLife;Comprimido revestido por película;10;mg;56;unidade(s);50032917;14.09;Comercializado;True;;;;;
5550447;Memantina;Memantina toLife;Comprimido revestido por película;20;mg;28;unidade(s);50051920;14.09;Comercializado;True;;;;;
5492665;Memantina;Memantina Zentiva;Comprimido revestido por película;10;mg;28;unidade(s);50032909;10.90;Comercializado;True;;;;;
5492673;Memantina;Memantina Zentiva;Comprimido revestido por película;10;mg;56;unidade(s);50032917;18.90;Comercializado;True;;;;;
5492715;Memantina;Memantina Zentiva;Comprimido revestido por película;20;mg;28;unidade(s);50051920;18.90;Comercializado;True;;;;;
5558846;Memantina;Nemdatine;Comprimido revestido por película;10;mg;28;unidade(s);50032909;15.82;Comercializado;True;;;;;
5558853;Memantina;Nemdatine;Comprimido revestido por película;10;mg;56;unidade(s);50032917;18.90;Comercializado;True;;;;;
5558861;Memantina;Nemdatine;Comprimido revestido por película;20;mg;28;unidade(s);50051920;18.90;Comercializado;True;;;;;
2837888;Rivastigmina;Prometax;Cápsula;1.5;mg;28;unidade(s);50007858;12.82;False comercializado;False;;;;;
2838282;Rivastigmina;Prometax;Cápsula;3;mg;56;unidade(s);50007750;36.29;False comercializado;False;;;;;
2838183;Rivastigmina;Prometax;Cápsula;3;mg;28;unidade(s);50007777;18.63;False comercializado;False;;;;;
2838589;Rivastigmina;Prometax;Cápsula;4.5;mg;56;unidade(s);50007874;45.25;False comercializado;False;;;;;
2838480;Rivastigmina;Prometax;Cápsula;4.5;mg;28;unidade(s);50007890;23.21;False comercializado;False;;;;;
2838787;Rivastigmina;Prometax;Cápsula;6;mg;28;unidade(s);50007815;31.16;False comercializado;False;;;;;
2838886;Rivastigmina;Prometax;Cápsula;6;mg;56;unidade(s);50007793;53.64;False comercializado;False;;;;;
5552112;Rivastigmina;Prometax;Adesivo transdérmico;13.3;mg/24 h;30;unidade(s);50062158;79.60;Comercializado;False;;;;;
5067525;Rivastigmina;Prometax;Adesivo transdérmico;4.6;mg/24 h;7;unidade(s);50049895;12.50;Comercializado;False;;;;;
5067533;Rivastigmina;Prometax;Adesivo transdérmico;4.6;mg/24 h;30;unidade(s);50049909;47.62;Comercializado;False;;;;;
5067541;Rivastigmina;Prometax;Adesivo transdérmico;9.5;mg/24 h;30;unidade(s);50049925;60.20;Comercializado;False;;;;;
3418183;Galantamina;Reminyl;Solução oral;4;mg/ml;1;unidade(s) - 100 ml;50025945;41.46;False comercializado;False;;;;;
5269683;Galantamina;Reminyl;Cápsula de libertação prolongada;16;mg;28;unidade(s);50042360;38.80;Comercializado;False;;;;;
5270087;Galantamina;Reminyl;Cápsula de libertação prolongada;24;mg;28;unidade(s);50042408;47.39;Comercializado;False;;;;;
5269485;Galantamina;Reminyl;Cápsula de libertação prolongada;8;mg;28;unidade(s);50041649;26.15;Comercializado;False;;;;;
5558473;Rivastigmina;Rivastigmina Aurobindo;Cápsula;1.5;mg;28;unidade(s);50007858;14.09;Temporariamente indisponível;True;;;;;
5558556;Rivastigmina;Rivastigmina Aurobindo;Cápsula;3;mg;28;unidade(s);50007777;17.54;Temporariamente indisponível;True;;;;;
5558549;Rivastigmina;Rivastigmina Aurobindo;Cápsula;3;mg;56;unidade(s);50007750;26.29;Comercializado;True;;;;;
5558622;Rivastigmina;Rivastigmina Aurobindo;Cápsula;4.5;mg;28;unidade(s);50007890;17.70;Comercializado;True;;;;;
5558630;Rivastigmina;Rivastigmina Aurobindo;Cápsula;4.5;mg;56;unidade(s);50007874;26.60;Temporariamente indisponível;True;;;;;
5558705;Rivastigmina;Rivastigmina Aurobindo;Cápsula;6;mg;28;unidade(s);50007815;17.98;Comercializado;True;;;;;
5558713;Rivastigmina;Rivastigmina Aurobindo;Cápsula;6;mg;56;unidade(s);50007793;26.91;Temporariamente indisponível;True;;;;;
5426226;Rivastigmina;Rivastigmina Ciclum;Cápsula;1.5;mg;28;unidade(s);50007858;16.10;Comercializado;True;;;;;
5426242;Rivastigmina;Rivastigmina Ciclum;Cápsula;3;mg;28;unidade(s);50007777;18.88;Comercializado;True;;;;;
5426259;Rivastigmina;Rivastigmina Ciclum;Cápsula;3;mg;56;unidade(s);50007750;31.27;Comercializado;True;;;;;
5426267;Rivastigmina;Rivastigmina Ciclum;Cápsula;4.5;mg;28;unidade(s);50007890;19.05;Comercializado;True;;;;;
5426275;Rivastigmina;Rivastigmina Ciclum;Cápsula;4.5;mg;56;unidade(s);50007874;31.61;Comercializado;True;;;;;
5426309;Rivastigmina;Rivastigmina Ciclum;Cápsula;6;mg;28;unidade(s);50007815;19.34;Comercializado;True;;;;;
5426317;Rivastigmina;Rivastigmina Ciclum;Cápsula;6;mg;56;unidade(s);50007793;31.96;Comercializado;True;;;;;
5227236;Rivastigmina;Rivastigmina Generis;Cápsula;1.5;mg;28;unidade(s);50007858;17.01;Comercializado;True;;;;;
5227277;Rivastigmina;Rivastigmina Generis;Cápsula;3;mg;28;unidade(s);50007777;21.32;Comercializado;True;;;;;
5227301;Rivastigmina;Rivastigmina Generis;Cápsula;3;mg;56;unidade(s);50007750;32.35;Comercializado;True;;;;;
5227335;Rivastigmina;Rivastigmina Generis;Cápsula;4.5;mg;28;unidade(s);50007890;21.53;Comercializado;True;;;;;
5227343;Rivastigmina;Rivastigmina Generis;Cápsula;4.5;mg;56;unidade(s);50007874;32.80;Comercializado;True;;;;;
5227376;Rivastigmina;Rivastigmina Generis;Cápsula;6;mg;28;unidade(s);50007815;21.87;Comercializado;True;;;;;
5227400;Rivastigmina;Rivastigmina Generis;Cápsula;6;mg;56;unidade(s);50007793;33.25;Comercializado;True;;;;;
5582119;Rivastigmina;Rivastigmina Generis;Sistema transdérmico;4.6;mg/24 h;7;unidade(s);50049895;11.63;Temporariamente indisponível;True;;;;;
5582127;Rivastigmina;Rivastigmina Generis;Sistema transdérmico;4.6;mg/24 h;30;unidade(s);50049909;42.48;Comercializado;True;;;;;
5582010;Rivastigmina;Rivastigmina Generis;Sistema transdérmico;9.5;mg/24 h;30;unidade(s);50049925;42.72;Comercializado;True;;;;;
5242656;Rivastigmina;Rivastigmina Labesfal;Cápsula;1.5;mg;28;unidade(s);50007858;16.23;Temporariamente indisponível;True;;;;;
5242706;Rivastigmina;Rivastigmina Labesfal;Cápsula;3;mg;28;unidade(s);50007777;21.32;Temporariamente indisponível;True;;;;;
5242714;Rivastigmina;Rivastigmina Labesfal;Cápsula;3;mg;56;unidade(s);50007750;33.64;Comercializado;True;;;;;
5242730;Rivastigmina;Rivastigmina Labesfal;Cápsula;4.5;mg;28;unidade(s);50007890;21.53;Comercializado;True;;;;;
5242748;Rivastigmina;Rivastigmina Labesfal;Cápsula;4.5;mg;56;unidade(s);50007874;34.32;Comercializado;True;;;;;
5242763;Rivastigmina;Rivastigmina Labesfal;Cápsula;6;mg;28;unidade(s);50007815;21.87;Temporariamente indisponível;True;;;;;
5242771;Rivastigmina;Rivastigmina Labesfal;Cápsula;6;mg;56;unidade(s);50007793;31.98;Comercializado;True;;;;;
5354626;Rivastigmina;Rivastigmina Mylan;Cápsula;1.5;mg;28;unidade(s);50007858;16.89;Comercializado;True;;;;;
5354659;Rivastigmina;Rivastigmina Mylan;Cápsula;3;mg;28;unidade(s);50007777;19.04;Comercializado;True;;;;;
5354667;Rivastigmina;Rivastigmina Mylan;Cápsula;3;mg;56;unidade(s);50007750;32.58;Comercializado;True;;;;;
5354709;Rivastigmina;Rivastigmina Mylan;Cápsula;4.5;mg;28;unidade(s);50007890;19.22;Comercializado;True;;;;;
5354717;Rivastigmina;Rivastigmina Mylan;Cápsula;4.5;mg;56;unidade(s);50007874;32.80;Comercializado;True;;;;;
5354733;Rivastigmina;Rivastigmina Mylan;Cápsula;6;mg;28;unidade(s);50007815;19.51;Comercializado;True;;;;;
5354741;Rivastigmina;Rivastigmina Mylan;Cápsula;6;mg;56;unidade(s);50007793;31.98;Comercializado;True;;;;;
5617733;Rivastigmina;Rivastigmina Mylan;Adesivo transdérmico;4.6;mg/24 h;7;unidade(s);50049895;preço livre;Temporariamente indisponível;True;;;;;
5617741;Rivastigmina;Rivastigmina Mylan;Adesivo transdérmico;4.6;mg/24 h;30;unidade(s);50049909;preço livre;Temporariamente indisponível;True;;;;;
5617766;Rivastigmina;Rivastigmina Mylan;Adesivo transdérmico;9.5;mg/24 h;30;unidade(s);50049925;35.99;Comercializado;True;;;;;
5550025;Rivastigmina;Rivastigmina Pentafarma;Sistema transdérmico;4.6;mg/24 h;7;unidade(s);50049895;12.41;Temporariamente indisponível;True;;;;;
5550033;Rivastigmina;Rivastigmina Pentafarma;Sistema transdérmico;4.6;mg/24 h;30;unidade(s);50049909;45.03;Temporariamente indisponível;True;;;;;
5550124;Rivastigmina;Rivastigmina Pentafarma;Sistema transdérmico;9.5;mg/24 h;30;unidade(s);50049925;43.73;Comercializado;True;;;;;
5461967;Rivastigmina;Rivastigmina Sandoz;Cápsula;1.5;mg;28;unidade(s);50007858;15.38;Comercializado;False;;;;;
5461975;Rivastigmina;Rivastigmina Sandoz;Cápsula;3;mg;28;unidade(s);50007777;15.89;Comercializado;False;;;;;
5462007;Rivastigmina;Rivastigmina Sandoz;Cápsula;3;mg;56;unidade(s);50007750;30.94;Comercializado;False;;;;;
5462023;Rivastigmina;Rivastigmina Sandoz;Cápsula;4.5;mg;56;unidade(s);50007874;31.38;Comercializado;False;;;;;
5462015;Rivastigmina;Rivastigmina Sandoz;Cápsula;4.5;mg;28;unidade(s);50007890;19.94;Comercializado;False;;;;;
5462049;Rivastigmina;Rivastigmina Sandoz;Cápsula;6;mg;56;unidade(s);50007793;31.71;Comercializado;False;;;;;
5462031;Rivastigmina;Rivastigmina Sandoz;Cápsula;6;mg;28;unidade(s);50007815;21.87;Comercializado;False;;;;;
5557855;Rivastigmina;Rivastigmina Teva;Sistema transdérmico;4.6;mg/24 h;7;unidade(s);50049895;11.63;Comercializado;True;;;;;
5557871;Rivastigmina;Rivastigmina Teva;Sistema transdérmico;4.6;mg/24 h;30;unidade(s);50049909;42.48;Comercializado;True;;;;;
5557962;Rivastigmina;Rivastigmina Teva;Sistema transdérmico;9.5;mg/24 h;30;unidade(s);50049925;42.72;Comercializado;True;;;;;
5653951;Rivastigmina;Rivastigmina Teva;Adesivo transdérmico;13.3;mg/24 h;30;unidade(s);50062158;39.80;Comercializado;True;;;;;
5242813;Rivastigmina;Rivastigmina toLife;Cápsula;1.5;mg;28;unidade(s);50007858;11.82;Comercializado;True;;;;;
5242847;Rivastigmina;Rivastigmina toLife;Cápsula;3;mg;28;unidade(s);50007777;18.28;Comercializado;True;;;;;
5242854;Rivastigmina;Rivastigmina toLife;Cápsula;3;mg;56;unidade(s);50007750;31.31;Comercializado;True;;;;;
5242870;Rivastigmina;Rivastigmina toLife;Cápsula;4.5;mg;28;unidade(s);50007890;18.44;Comercializado;True;;;;;
5241369;Rivastigmina;Rivastigmina toLife;Cápsula;4.5;mg;56;unidade(s);50007874;31.65;Comercializado;True;;;;;
5241401;Rivastigmina;Rivastigmina toLife;Cápsula;6;mg;28;unidade(s);50007815;18.72;Comercializado;True;;;;;
5241419;Rivastigmina;Rivastigmina toLife;Cápsula;6;mg;56;unidade(s);50007793;31.98;Comercializado;True;;;;;
5665468;Insulina glargina;Abasaglar;Solução injetável em caneta pré-cheia;100;U/ml;5;unidade(s) - 3 ml;50159658;48.50;Comercializado;False;;;;;
5107248;Acarbose;Acarbose DNA Pharma;Comprimido;100;mg;50;unidade(s);50009001;5.75;False comercializado;True;;;;;
5228945;Acarbose;Acarbose Friulchem;Comprimido;100;mg;50;unidade(s);50009001;5.00;Comercializado;True;;;;;
5228911;Acarbose;Acarbose Friulchem;Comprimido;50;mg;50;unidade(s);50008986;4.10;Comercializado;True;;;;;
5228903;Acarbose;Acarbose Friulchem;Comprimido;50;mg;20;unidade(s);50008994;2.61;Comercializado;True;;;;;
5226683;Ácido valpróico;Ácido Valpróico Generis;Comprimido de libertação prolongada;300;mg;20;unidade(s);50006550;2.96;Comercializado;True;;;;;
